KeyValue	PolygonCode	Date	Rain	AirTemperatureMax	AirTemperatureMin	GlobalSolarRadiation	WindSpeed	ReferenceEvapotranspiration
ClimateId7	12345	29-03-1996	0.0	8.5	-2.4	12.179	3.3	1.7
ClimateId7	12345	30-03-1996	0.3	8.0	0.3	10.1816	3.8	1.8
ClimateId7	12345	31-03-1996	0.8	5.1	-0.5	10.9953	3.7	1.6
ClimateId7	12345	01-04-1996	7.0	6.2	-4.1	11.2308	3.4	1.3
ClimateId7	12345	02-04-1996	16.7	1.2	0.2	1.668	4.0	0.7
ClimateId7	12345	03-04-1996	9.9	2.3	-0.2	3.0435	4.9	0.9
ClimateId7	12345	04-04-1996	17.8	2.3	0.5	2.2695	4.9	0.7
ClimateId7	12345	05-04-1996	0.1	8.4	1.7	10.8358	3.5	1.6
ClimateId7	12345	06-04-1996	0.0	11.2	2.7	13.9803	2.4	1.8
ClimateId7	12345	07-04-1996	0.0	15.6	0.6	19.3068	1.6	2.1
ClimateId7	12345	08-04-1996	0.0	17.0	1.7	19.3069	1.9	2.4
ClimateId7	12345	09-04-1996	0.3	16.3	6.6	15.1524	3.4	2.8
ClimateId7	12345	10-04-1996	0.0	14.3	3.4	15.822	2.0	2.3
ClimateId7	12345	11-04-1996	0.3	15.4	2.5	14.229	2.6	2.2
ClimateId7	12345	12-04-1996	0.6	5.9	4.2	3.4593	3.3	1.4
ClimateId7	12345	13-04-1996	0.2	6.0	-2.2	11.6503	3.9	1.9
ClimateId7	12345	14-04-1996	10.6	6.2	1.6	6.2701	5.1	1.5
ClimateId7	12345	15-04-1996	0.2	11.0	1.3	13.9277	5.8	3.0
ClimateId7	12345	16-04-1996	0.0	12.7	3.2	13.5625	5.2	3.2
ClimateId7	12345	17-04-1996	0.0	16.5	4.0	20.8334	3.3	3.3
ClimateId7	12345	18-04-1996	0.0	19.5	2.8	20.2293	3.0	3.3
ClimateId7	12345	19-04-1996	0.0	21.0	5.4	21.3714	1.7	3.3
ClimateId7	12345	20-04-1996	0.0	22.8	4.4	22.129	2.2	3.5
ClimateId7	12345	21-04-1996	0.0	24.5	7.2	23.107	3.9	4.4
ClimateId7	12345	22-04-1996	0.0	24.6	10.0	22.1861	3.6	4.5
ClimateId7	12345	23-04-1996	0.0	25.2	10.3	19.7097	3.4	4.3
ClimateId7	12345	24-04-1996	1.1	20.1	9.3	13.3165	4.0	2.8
ClimateId7	12345	25-04-1996	1.7	17.1	11.7	9.1869	3.3	2.3
ClimateId7	12345	26-04-1996	1.3	15.6	10.7	7.4621	1.9	1.8
ClimateId7	12345	27-04-1996	0.0	20.1	8.1	14.8479	2.6	2.9
ClimateId7	12345	28-04-1996	3.6	21.2	12.5	14.391	3.5	3.3
ClimateId7	12345	29-04-1996	8.7	21.2	9.6	17.3447	2.0	2.9
ClimateId7	12345	30-04-1996	0.2	20.6	10.8	12.4628	3.0	2.8
ClimateId7	12345	01-05-1996	0.9	18.5	11.4	12.8144	2.6	2.5
ClimateId7	12345	02-05-1996	0.2	22.9	11.4	17.4745	3.2	3.8
ClimateId7	12345	03-05-1996	3.3	21.0	8.5	18.1842	4.6	3.8
ClimateId7	12345	04-05-1996	3.1	17.7	6.8	19.5897	3.9	3.5
ClimateId7	12345	05-05-1996	0.2	17.6	8.8	16.2556	2.2	2.9
ClimateId7	12345	06-05-1996	0.0	22.0	8.4	21.1613	2.9	3.8
ClimateId7	12345	07-05-1996	0.2	23.9	10.3	21.9576	3.6	4.1
ClimateId7	12345	08-05-1996	16.1	20.1	13.8	13.2009	2.8	2.9
ClimateId7	12345	09-05-1996	9.0	17.9	13.1	10.0842	3.0	2.5
ClimateId7	12345	10-05-1996	0.0	14.4	7.8	12.485	2.8	2.3
ClimateId7	12345	11-05-1996	0.0	18.0	10.0	13.7741	3.1	2.7
ClimateId7	12345	12-05-1996	15.4	17.5	12.1	8.4216	3.7	2.1
ClimateId7	12345	13-05-1996	8.3	15.0	13.2	3.2257	5.3	1.5
ClimateId7	12345	14-05-1996	3.8	15.8	12.2	7.3294	6.8	2.1
ClimateId7	12345	15-05-1996	0.0	18.1	13.4	9.1582	4.8	2.5
ClimateId7	12345	16-05-1996	0.1	21.0	14.5	16.0587	2.9	3.4
ClimateId7	12345	17-05-1996	1.2	23.1	10.3	21.1252	2.2	3.6
ClimateId7	12345	18-05-1996	0.0	26.8	13.3	21.955	3.1	4.6
ClimateId7	12345	19-05-1996	0.2	27.6	15.2	20.59	4.3	5.3
ClimateId7	12345	20-05-1996	12.4	15.8	14.8	3.1482	4.8	2.0
ClimateId7	12345	21-05-1996	8.8	20.2	9.5	21.6588	3.5	4.1
ClimateId7	12345	22-05-1996	0.8	16.7	10.7	14.255	4.1	3.3
ClimateId7	12345	23-05-1996	0.1	17.1	4.8	16.7531	2.3	2.7
ClimateId7	12345	24-05-1996	0.0	23.2	10.3	21.1659	2.5	4.0
ClimateId7	12345	25-05-1996	8.2	25.2	11.3	20.0962	3.2	4.1
ClimateId7	12345	26-05-1996	1.7	20.1	12.8	15.1449	3.9	3.6
ClimateId7	12345	27-05-1996	8.5	17.2	11.1	7.3852	3.4	2.0
ClimateId7	12345	28-05-1996	0.1	14.6	12.3	12.1346	6.8	4.1
ClimateId7	12345	29-05-1996	0.0	17.7	7.0	22.6677	4.6	4.4
ClimateId7	12345	30-05-1996	0.0	22.4	5.7	25.4338	1.7	4.0
ClimateId7	12345	31-05-1996	0.0	25.7	9.3	25.4864	2.3	4.5
ClimateId7	12345	01-06-1996	0.0	26.8	12.7	24.0805	2.8	4.7
ClimateId7	12345	02-06-1996	0.0	27.3	15.7	22.9186	2.9	4.8
ClimateId7	12345	03-06-1996	0.0	27.2	15.3	22.4817	2.8	4.7
ClimateId7	12345	04-06-1996	0.0	21.7	16.1	16.4408	4.1	4.2
ClimateId7	12345	05-06-1996	0.0	23.4	11.5	25.0164	3.2	4.8
ClimateId7	12345	06-06-1996	0.0	26.5	11.2	27.4545	2.6	5.0
ClimateId7	12345	07-06-1996	0.0	29.0	14.2	27.2697	2.3	5.4
ClimateId7	12345	08-06-1996	0.0	30.3	15.8	27.3616	3.0	5.9
ClimateId7	12345	09-06-1996	0.2	30.5	16.4	24.9078	2.2	5.3
ClimateId7	12345	10-06-1996	0.0	30.8	17.5	24.0775	2.1	5.3
ClimateId7	12345	11-06-1996	1.8	29.4	18.3	19.928	1.9	4.6
ClimateId7	12345	12-06-1996	2.6	30.8	16.1	24.6833	2.1	5.4
ClimateId7	12345	13-06-1996	0.2	21.0	17.1	16.5528	4.6	4.6
ClimateId7	12345	14-06-1996	0.0	20.1	9.8	22.8927	3.7	4.7
ClimateId7	12345	15-06-1996	0.0	20.6	8.7	21.5631	2.9	4.2
ClimateId7	12345	16-06-1996	0.0	21.8	9.0	21.964	1.9	4.0
ClimateId7	12345	17-06-1996	0.0	24.0	9.5	26.1358	1.7	4.5
ClimateId7	12345	18-06-1996	1.3	27.5	10.7	25.006	2.9	5.1
ClimateId7	12345	19-06-1996	0.0	25.2	14.6	19.5777	3.2	4.6
ClimateId7	12345	20-06-1996	4.7	24.9	11.4	21.6245	2.8	4.5
ClimateId7	12345	21-06-1996	1.9	23.3	14.0	15.0158	2.8	3.5
ClimateId7	12345	22-06-1996	16.7	20.5	14.1	9.9019	4.6	3.1
ClimateId7	12345	23-06-1996	2.9	13.0	9.2	7.3277	5.0	2.0
ClimateId7	12345	24-06-1996	0.5	18.2	9.2	18.0653	2.8	3.4
ClimateId7	12345	25-06-1996	0.1	20.5	8.9	21.0468	2.4	3.8
ClimateId7	12345	26-06-1996	0.0	20.1	11.9	15.1716	4.0	3.7
ClimateId7	12345	27-06-1996	1.4	21.5	12.7	17.0615	4.3	4.0
ClimateId7	12345	28-06-1996	0.0	23.5	14.4	19.2881	3.7	4.5
ClimateId7	12345	29-06-1996	18.6	26.7	13.2	21.4764	2.7	4.6
ClimateId7	12345	30-06-1996	2.2	19.0	12.5	15.0032	4.8	3.9
ClimateId7	12345	01-07-1996	1.2	17.7	11.1	8.4591	2.9	2.1
ClimateId7	12345	02-07-1996	5.8	21.9	12.9	15.8564	3.2	3.7
ClimateId7	12345	03-07-1996	0.0	22.9	12.9	21.959	2.9	4.5
ClimateId7	12345	04-07-1996	0.0	27.1	11.1	27.0413	2.7	5.1
ClimateId7	12345	05-07-1996	0.0	26.9	14.7	22.9939	3.8	4.9
ClimateId7	12345	06-07-1996	4.7	22.2	17.5	10.2375	3.6	3.4
ClimateId7	12345	07-07-1996	1.9	23.1	14.7	16.1775	2.9	3.8
ClimateId7	12345	08-07-1996	13.2	28.1	16.9	18.0428	7.6	6.4
ClimateId7	12345	09-07-1996	0.2	17.1	9.9	14.914	7.1	4.0
ClimateId7	12345	10-07-1996	0.0	17.8	10.6	15.0249	4.8	3.4
ClimateId7	12345	11-07-1996	5.7	20.2	11.8	13.5064	3.5	3.2
ClimateId7	12345	12-07-1996	2.0	20.1	13.1	12.717	3.6	2.8
ClimateId7	12345	13-07-1996	3.9	27.1	12.1	24.3493	1.8	4.5
ClimateId7	12345	14-07-1996	0.0	29.2	14.6	24.5993	1.4	4.8
ClimateId7	12345	15-07-1996	1.6	27.8	17.1	19.3517	2.4	4.4
ClimateId7	12345	16-07-1996	0.0	21.2	15.4	18.8867	4.5	4.9
ClimateId7	12345	17-07-1996	0.0	21.6	9.5	20.8714	2.6	4.0
ClimateId7	12345	18-07-1996	0.1	21.5	9.5	17.4421	2.9	3.7
ClimateId7	12345	19-07-1996	0.0	20.4	11.3	19.5049	3.6	4.3
ClimateId7	12345	20-07-1996	0.0	20.9	8.0	21.849	2.3	3.8
ClimateId7	12345	21-07-1996	0.0	21.7	8.4	23.2577	2.1	4.0
ClimateId7	12345	22-07-1996	0.0	24.2	8.3	25.0623	1.6	4.2
ClimateId7	12345	23-07-1996	0.7	26.2	9.4	25.8842	3.2	4.9
ClimateId7	12345	24-07-1996	2.5	27.6	15.6	18.1858	3.8	4.6
ClimateId7	12345	25-07-1996	0.6	22.0	15.5	14.4734	5.3	4.3
ClimateId7	12345	26-07-1996	0.8	22.7	14.7	16.4571	4.4	4.0
ClimateId7	12345	27-07-1996	0.0	27.0	11.5	23.2412	2.9	4.5
ClimateId7	12345	28-07-1996	0.4	25.9	14.8	15.083	1.7	3.3
ClimateId7	12345	29-07-1996	4.5	27.3	15.6	17.401	2.1	3.8
ClimateId7	12345	30-07-1996	1.6	25.5	15.3	15.8517	3.4	3.9
ClimateId7	12345	31-07-1996	0.0	26.9	14.9	21.3966	3.2	4.7
ClimateId7	12345	01-08-1996	0.0	29.4	14.4	23.9869	2.2	4.9
ClimateId7	12345	02-08-1996	2.9	30.4	15.4	19.8506	2.3	4.5
ClimateId7	12345	03-08-1996	14.5	22.7	17.1	9.8654	3.7	3.0
ClimateId7	12345	04-08-1996	0.6	16.8	14.5	5.9237	4.4	2.3
ClimateId7	12345	05-08-1996	0.0	18.3	12.6	14.5073	2.9	3.0
ClimateId7	12345	06-08-1996	0.0	19.5	11.1	12.168	1.7	2.4
ClimateId7	12345	07-08-1996	0.3	21.2	10.8	13.5316	1.7	2.6
ClimateId7	12345	08-08-1996	0.5	22.5	14.0	13.5207	1.4	2.8
ClimateId7	12345	09-08-1996	0.0	25.8	12.4	21.8193	2.1	4.1
ClimateId7	12345	10-08-1996	0.0	25.5	11.5	20.278	3.8	4.2
ClimateId7	12345	11-08-1996	0.2	26.1	15.7	15.5298	4.7	4.5
ClimateId7	12345	12-08-1996	24.6	20.6	16.9	7.6559	3.5	2.7
ClimateId7	12345	13-08-1996	9.7	23.5	13.2	17.8066	2.5	3.4
ClimateId7	12345	14-08-1996	0.0	22.9	13.9	16.3015	3.1	3.4
ClimateId7	12345	15-08-1996	1.5	23.2	14.6	13.0802	2.7	3.0
ClimateId7	12345	16-08-1996	0.3	22.0	14.1	15.1245	4.9	3.5
ClimateId7	12345	17-08-1996	0.8	22.0	15.9	12.3194	4.3	3.3
ClimateId7	12345	18-08-1996	0.1	24.0	15.4	12.8524	3.7	3.5
ClimateId7	12345	19-08-1996	2.6	26.8	15.2	17.7848	2.7	4.1
ClimateId7	12345	20-08-1996	0.0	27.1	12.6	21.3379	1.9	3.9
ClimateId7	12345	21-08-1996	0.0	27.8	12.6	20.3054	1.9	3.8
ClimateId7	12345	22-08-1996	0.0	27.5	14.2	19.4373	2.0	3.8
ClimateId7	12345	23-08-1996	0.7	27.4	15.3	18.1162	3.2	4.1
ClimateId7	12345	24-08-1996	1.3	27.9	14.0	20.3434	1.9	3.8
ClimateId7	12345	25-08-1996	9.8	20.1	15.4	10.4013	3.2	2.5
ClimateId7	12345	26-08-1996	0.0	24.8	10.9	18.0427	1.8	3.1
ClimateId7	12345	27-08-1996	0.1	24.6	14.7	12.5372	1.9	2.6
ClimateId7	12345	28-08-1996	12.8	25.4	15.9	11.1259	3.8	3.1
ClimateId7	12345	29-08-1996	0.0	21.9	13.5	13.7234	2.4	2.7
ClimateId7	12345	30-08-1996	0.0	23.4	14.7	13.0236	3.3	3.2
ClimateId7	12345	31-08-1996	0.0	21.6	14.1	10.2876	3.3	2.9
ClimateId7	12345	01-09-1996	3.5	19.2	14.7	6.4645	4.1	2.5
ClimateId7	12345	02-09-1996	15.1	15.4	12.8	3.1335	5.1	1.4
ClimateId7	12345	03-09-1996	1.8	20.6	12.7	10.9083	4.2	2.5
ClimateId7	12345	04-09-1996	1.1	22.2	14.2	11.977	3.4	2.8
ClimateId7	12345	05-09-1996	2.1	17.8	13.3	9.3262	4.4	2.7
ClimateId7	12345	06-09-1996	3.9	15.4	9.2	9.8791	5.6	2.6
ClimateId7	12345	07-09-1996	3.6	12.6	6.4	9.0309	7.5	2.0
ClimateId7	12345	08-09-1996	0.2	13.9	9.6	6.9748	6.6	2.3
ClimateId7	12345	09-09-1996	0.5	13.9	9.9	6.332	4.2	1.8
ClimateId7	12345	10-09-1996	0.3	15.4	8.8	10.0365	4.5	2.2
ClimateId7	12345	11-09-1996	0.2	17.2	10.7	10.1508	3.7	2.3
ClimateId7	12345	12-09-1996	1.1	18.7	9.1	10.5183	1.9	1.8
ClimateId7	12345	13-09-1996	0.3	13.0	10.4	7.146	5.1	2.2
ClimateId7	12345	14-09-1996	1.2	11.5	6.6	6.8751	4.4	1.5
ClimateId7	12345	15-09-1996	1.1	16.2	8.6	9.2448	4.6	2.2
ClimateId7	12345	16-09-1996	0.0	14.5	7.7	10.4511	4.5	2.2
ClimateId7	12345	17-09-1996	2.0	12.0	8.9	5.3438	2.8	1.5
ClimateId7	12345	18-09-1996	0.4	11.5	7.3	5.8903	2.6	1.1
ClimateId7	12345	19-09-1996	0.1	16.1	5.7	11.5049	3.4	1.8
ClimateId7	12345	20-09-1996	1.5	11.9	8.6	3.3315	3.1	1.1
ClimateId7	12345	21-09-1996	11.2	13.0	9.4	3.4985	3.9	1.1
ClimateId7	12345	22-09-1996	7.3	12.5	10.5	2.163	4.0	0.8
ClimateId7	12345	23-09-1996	24.9	11.3	10.3	1.0128	4.6	1.0
ClimateId7	12345	24-09-1996	1.6	10.6	8.4	2.312	4.0	1.1
ClimateId7	12345	25-09-1996	1.8	13.8	8.5	6.0545	2.3	1.3
ClimateId7	12345	26-09-1996	0.0	13.1	6.0	6.4574	2.6	1.1
ClimateId7	12345	27-09-1996	2.1	17.1	5.7	12.8284	1.9	1.4
ClimateId7	12345	28-09-1996	2.1	18.0	9.5	8.7718	3.8	1.6
ClimateId7	12345	29-09-1996	0.0	16.7	9.9	8.1965	2.2	1.5
ClimateId7	12345	30-09-1996	0.0	22.9	12.0	11.1441	2.9	2.1
ClimateId7	12345	01-10-1996	0.0	22.4	11.7	11.1407	4.8	2.6
ClimateId7	12345	02-10-1996	2.0	14.7	12.1	2.6926	4.5	1.9
ClimateId7	12345	03-10-1996	0.0	15.8	9.2	9.3934	3.7	1.8
ClimateId7	12345	04-10-1996	0.0	16.6	3.2	12.5743	2.5	1.3
ClimateId7	12345	05-10-1996	19.1	12.0	6.4	3.8883	2.3	0.6
ClimateId7	12345	06-10-1996	0.9	11.5	9.5	1.6274	3.0	0.8
ClimateId7	12345	07-10-1996	0.0	16.3	10.7	7.2109	2.3	1.1
ClimateId7	12345	08-10-1996	0.0	18.0	11.0	7.8293	2.5	1.3
ClimateId7	12345	09-10-1996	0.0	15.7	10.5	4.2406	1.7	1.0
ClimateId7	12345	10-10-1996	0.1	15.6	11.3	5.5563	2.4	1.1
ClimateId7	12345	11-10-1996	0.0	15.8	10.0	8.0669	2.4	1.4
ClimateId7	12345	12-10-1996	0.0	15.9	5.1	9.5911	2.6	1.0
ClimateId7	12345	13-10-1996	0.0	16.9	6.1	10.2301	3.9	1.2
ClimateId7	12345	14-10-1996	0.0	19.7	8.8	10.3654	5.4	1.8
ClimateId7	12345	15-10-1996	0.0	20.2	10.8	7.6234	4.3	1.6
ClimateId7	12345	16-10-1996	0.3	17.6	12.4	6.2099	3.7	1.4
ClimateId7	12345	17-10-1996	0.9	14.5	12.0	2.4646	2.1	0.9
ClimateId7	12345	18-10-1996	0.1	13.6	9.0	5.4824	4.8	1.6
ClimateId7	12345	19-10-1996	0.0	13.9	6.0	7.668	4.6	1.2
ClimateId7	12345	20-10-1996	8.6	14.4	9.9	5.3284	4.8	1.7
ClimateId7	12345	21-10-1996	7.9	11.7	8.4	3.5228	1.8	0.7
ClimateId7	12345	22-10-1996	0.1	12.7	9.4	4.5697	5.7	1.7
ClimateId7	12345	23-10-1996	0.0	11.5	8.2	4.2412	4.0	1.3
ClimateId7	12345	24-10-1996	0.0	9.7	6.4	3.1655	2.5	1.2
ClimateId7	12345	25-10-1996	0.0	10.0	0.1	8.8916	1.8	0.4
ClimateId7	12345	26-10-1996	0.0	10.3	-1.4	8.4256	1.6	0.3
ClimateId7	12345	27-10-1996	5.1	10.6	0.8	6.4653	1.2	0.3
ClimateId7	12345	28-10-1996	1.1	14.4	4.6	4.744	2.0	0.5
ClimateId7	12345	29-10-1996	0.0	14.6	6.9	4.2907	3.4	1.1
ClimateId7	12345	30-10-1996	0.0	11.7	7.9	5.2003	7.0	2.2
ClimateId7	12345	31-10-1996	0.0	11.4	6.6	5.0956	3.5	1.5
ClimateId7	12345	01-11-1996	0.6	12.2	1.3	4.4091	3.7	0.4
ClimateId7	12345	02-11-1996	0.0	15.7	10.3	5.4733	4.9	1.5
ClimateId7	12345	03-11-1996	0.0	17.3	8.8	5.7903	3.1	1.1
ClimateId7	12345	04-11-1996	0.0	16.9	5.4	7.2937	2.0	0.5
ClimateId7	12345	05-11-1996	0.0	13.6	4.2	5.4461	3.1	0.5
ClimateId7	12345	06-11-1996	0.0	14.0	6.2	5.6023	3.3	1.0
ClimateId7	12345	07-11-1996	0.8	17.6	6.8	5.2681	3.9	1.1
ClimateId7	12345	08-11-1996	0.5	11.8	7.6	4.8227	5.0	1.3
ClimateId7	12345	09-11-1996	0.0	12.2	3.2	5.9586	2.3	0.6
ClimateId7	12345	10-11-1996	0.0	9.3	0.2	4.0448	2.3	0.3
ClimateId7	12345	11-11-1996	0.0	13.2	3.2	3.9186	3.5	0.5
ClimateId7	12345	12-11-1996	0.0	18.6	10.8	4.3349	4.8	1.9
ClimateId7	12345	13-11-1996	5.3	16.6	9.4	3.7693	4.2	1.4
ClimateId7	12345	14-11-1996	6.3	8.3	8.2	0.1487	3.5	1.1
ClimateId7	12345	15-11-1996	0.1	8.2	4.0	1.6076	2.2	0.5
ClimateId7	12345	16-11-1996	0.2	7.8	6.0	0.8561	2.0	0.6
ClimateId7	12345	17-11-1996	0.4	10.5	6.1	1.7462	1.8	0.5
ClimateId7	12345	18-11-1996	0.2	14.3	5.5	2.9105	4.5	0.6
ClimateId7	12345	19-11-1996	0.0	9.1	5.7	3.1182	4.1	1.0
ClimateId7	12345	20-11-1996	0.3	9.7	4.3	2.1752	4.2	0.9
ClimateId7	12345	21-11-1996	0.1	7.6	4.6	2.7185	4.9	1.4
ClimateId7	12345	22-11-1996	0.6	4.4	0.8	1.8522	1.9	0.6
ClimateId7	12345	23-11-1996	0.0	4.0	-4.1	4.5649	2.0	0.1
ClimateId7	12345	24-11-1996	0.0	3.4	-2.2	2.9383	5.2	0.7
ClimateId7	12345	25-11-1996	1.5	3.9	-2.2	4.4095	3.8	0.5
ClimateId7	12345	26-11-1996	2.0	0.9	-1.3	0.6161	1.8	0.4
ClimateId7	12345	27-11-1996	0.0	4.8	-0.4	2.989	2.2	0.3
ClimateId7	12345	28-11-1996	0.1	2.2	-1.7	1.6555	2.6	0.4
ClimateId7	12345	29-11-1996	0.1	3.9	-0.2	3.7922	4.3	0.6
ClimateId7	12345	30-11-1996	0.2	2.3	-0.9	1.8145	2.5	0.4
ClimateId7	12345	01-12-1996	0.0	4.6	-0.7	3.5165	4.4	0.4
ClimateId7	12345	02-12-1996	0.1	4.2	-2.2	2.3407	4.8	0.5
ClimateId7	12345	03-12-1996	0.0	6.7	1.3	3.5724	4.0	0.6
ClimateId7	12345	04-12-1996	0.0	5.7	-2.0	3.6373	4.2	0.3
ClimateId7	12345	05-12-1996	0.0	0.6	-0.5	0.4999	4.5	0.5
ClimateId7	12345	06-12-1996	0.2	-0.5	-1.1	0.1039	3.0	0.5
ClimateId7	12345	07-12-1996	0.1	-0.6	-1.2	0.1009	2.5	0.5
ClimateId7	12345	08-12-1996	0.1	-0.3	-1.0	0.0434	3.7	0.5
ClimateId7	12345	09-12-1996	0.0	0.7	-0.9	0.8428	5.3	0.5
ClimateId7	12345	10-12-1996	0.0	1.8	-0.4	0.7587	4.9	0.5
ClimateId7	12345	11-12-1996	0.2	2.4	0.1	0.461	3.9	0.5
ClimateId7	12345	12-12-1996	0.0	1.6	1.2	0.1222	2.4	0.6
ClimateId7	12345	13-12-1996	0.1	1.3	0.0	0.1812	1.7	0.5
ClimateId7	12345	14-12-1996	0.3	3.0	0.5	0.5082	2.7	0.6
ClimateId7	12345	15-12-1996	0.0	4.3	-0.4	3.1365	5.1	0.6
ClimateId7	12345	16-12-1996	0.0	6.7	2.9	2.5955	3.8	0.7
ClimateId7	12345	17-12-1996	0.3	1.1	-1.0	0.6549	2.0	0.4
ClimateId7	12345	18-12-1996	0.3	2.6	-0.9	0.8013	1.4	0.3
ClimateId7	12345	19-12-1996	1.3	3.8	0.7	1.2391	1.7	0.3
ClimateId7	12345	20-12-1996	4.2	1.6	1.2	0.1206	3.5	0.8
ClimateId7	12345	21-12-1996	0.0	-2.6	-3.6	1.6654	3.5	0.8
ClimateId7	12345	22-12-1996	0.8	-5.0	-11.0	1.3706	2.3	0.3
ClimateId7	12345	23-12-1996	6.8	-4.6	-6.0	0.1645	4.5	0.6
ClimateId7	12345	24-12-1996	0.1	-4.5	-6.5	2.4293	3.4	0.4
ClimateId7	12345	25-12-1996	0.3	-5.0	-11.0	3.1208	3.7	0.2
ClimateId7	12345	26-12-1996	0.0	-8.9	-11.4	3.5345	5.8	0.5
ClimateId7	12345	27-12-1996	0.0	-11.5	-17.0	4.1788	2.5	0.1
ClimateId7	12345	28-12-1996	0.0	-11.4	-20.2	3.4213	1.5	0.0
ClimateId7	12345	29-12-1996	0.0	-10.1	-15.4	3.8022	1.5	0.1
ClimateId7	12345	30-12-1996	0.0	-10.3	-16.7	2.9914	1.5	0.1
ClimateId7	12345	31-12-1996	0.9	-9.9	-15.8	2.296	3.1	0.1
ClimateId7	12345	01-01-1997	2.6	-8.3	-10.7	0.4777	2.9	0.4
ClimateId7	12345	02-01-1997	2.1	-6.1	-9.3	0.6723	2.7	0.4
ClimateId7	12345	03-01-1997	0.1	-3.4	-7.9	0.8908	4.8	0.3
ClimateId7	12345	04-01-1997	3.3	-0.7	-3.6	0.5961	3.0	0.4
ClimateId7	12345	05-01-1997	0.3	-0.8	-4.7	1.6432	1.4	0.2
ClimateId7	12345	06-01-1997	0.0	-4.3	-4.7	0.4434	1.9	0.6
ClimateId7	12345	07-01-1997	0.0	-2.5	-7.7	1.2554	2.5	0.3
ClimateId7	12345	08-01-1997	0.0	-0.9	-4.8	1.854	3.7	0.3
ClimateId7	12345	09-01-1997	0.1	-0.8	-3.0	0.8257	4.4	0.6
ClimateId7	12345	10-01-1997	1.4	-1.3	-3.7	0.4899	1.5	0.4
ClimateId7	12345	11-01-1997	0.0	0.2	-2.1	1.021	2.3	0.6
ClimateId7	12345	12-01-1997	0.0	-1.3	-3.1	2.1188	1.9	0.5
ClimateId7	12345	13-01-1997	0.0	-5.5	-11.0	1.1283	1.0	0.2
ClimateId7	12345	14-01-1997	0.0	-4.8	-6.4	0.3859	1.0	0.4
ClimateId7	12345	15-01-1997	0.0	-4.6	-7.7	0.8432	1.0	0.3
ClimateId7	12345	16-01-1997	0.1	-4.2	-6.0	0.4712	1.1	0.4
ClimateId7	12345	17-01-1997	0.2	-2.9	-5.4	0.5373	2.3	0.4
ClimateId7	12345	18-01-1997	0.0	-2.4	-3.6	0.4047	1.3	0.5
ClimateId7	12345	19-01-1997	0.1	-3.3	-4.9	0.4115	2.0	0.4
ClimateId7	12345	20-01-1997	0.0	-0.3	-3.8	1.439	1.0	0.3
ClimateId7	12345	21-01-1997	0.0	2.5	-1.2	3.0779	2.0	0.3
ClimateId7	12345	22-01-1997	0.0	0.5	-4.0	1.7294	4.6	0.3
ClimateId7	12345	23-01-1997	0.0	-1.2	-3.3	0.6652	2.2	0.4
ClimateId7	12345	24-01-1997	0.9	-0.3	-1.8	0.5691	1.2	0.4
ClimateId7	12345	25-01-1997	0.5	1.6	-1.2	1.2717	2.6	0.5
ClimateId7	12345	26-01-1997	0.0	-0.2	-2.9	3.4388	4.5	0.6
ClimateId7	12345	27-01-1997	0.0	-2.5	-8.9	4.1486	2.9	0.2
ClimateId7	12345	28-01-1997	0.0	3.4	-6.9	4.45	3.3	0.2
ClimateId7	12345	29-01-1997	0.0	3.6	0.3	3.3517	4.3	0.8
ClimateId7	12345	30-01-1997	0.0	2.1	-0.2	1.4243	3.9	0.9
ClimateId7	12345	31-01-1997	0.0	2.9	-0.6	2.5716	6.0	1.1
ClimateId7	12345	01-02-1997	0.0	2.7	-1.3	5.6194	4.5	0.9
ClimateId7	12345	02-02-1997	0.0	0.3	-6.1	6.6894	2.2	0.3
ClimateId7	12345	03-02-1997	0.0	-0.7	-10.1	6.8181	1.6	0.1
ClimateId7	12345	04-02-1997	0.0	1.2	-7.6	4.9609	1.8	0.2
ClimateId7	12345	05-02-1997	0.6	3.0	-2.4	2.4179	2.4	0.5
ClimateId7	12345	06-02-1997	0.0	5.0	0.9	5.3333	4.6	1.0
ClimateId7	12345	07-02-1997	0.0	5.7	-4.7	7.1128	2.2	0.3
ClimateId7	12345	08-02-1997	0.0	6.4	-3.2	6.5485	1.5	0.3
ClimateId7	12345	09-02-1997	0.0	6.3	-0.5	4.1107	1.4	0.5
ClimateId7	12345	10-02-1997	0.0	9.7	-1.5	8.1252	1.7	0.4
ClimateId7	12345	11-02-1997	0.3	9.0	-1.7	5.1301	3.7	0.8
ClimateId7	12345	12-02-1997	3.2	11.3	1.2	4.9037	4.8	0.9
ClimateId7	12345	13-02-1997	1.8	15.1	6.1	6.0215	5.9	2.3
ClimateId7	12345	14-02-1997	0.0	8.8	3.5	6.4582	6.3	2.0
ClimateId7	12345	15-02-1997	0.3	5.7	1.4	4.1952	2.8	0.9
ClimateId7	12345	16-02-1997	0.1	4.0	1.0	5.3149	3.7	1.0
ClimateId7	12345	17-02-1997	0.0	1.3	-4.3	5.4602	2.1	0.6
ClimateId7	12345	18-02-1997	0.8	4.4	-4.6	4.8066	3.2	0.6
ClimateId7	12345	19-02-1997	0.3	7.1	0.3	6.2325	5.0	1.1
ClimateId7	12345	20-02-1997	0.2	10.3	-1.6	7.9072	4.2	1.1
